Chatgaya,Bangla
"আঁরার বাস সামনুর মসইদুত হতক্ষন থিয়েইবু, যারা নামাজ ফইত্তু চন ইতারা ফরি ফেলাইত ফারিবে","আমাদের বাস সামনের মসজিদে কিছুক্ষণ থামবে, যারা নামাজ পড়তে চান তারা পড়ে ফেলতে পারেন"
"জুতা এগিন যদি ন ফরুস, তইলি কিয়ারে দিই ফেলাইত ন ফারুস?","জুতা গুলো যদি না পরিস, তাহলে কাউকে দিয়ে দিতে পারিস না?"
"আত্তুন হাম আছে, আঁই এহন গরিত ন পাইজ্জুম","আমার কাজ আছে, আমি এখন করতে পারব না"
"আত্তুন হাজ আছে, আঁই এহন গরিত ন পাইজ্জুম","আমার কাজ আছে, আমি এখন করতে পারব না"
সেন্ট মার্টিন যাইবের লাই টেকনাফ উত্তুন জাচ বেইন্নে হত্তে চারে?,সেন্ট মার্টিন যাওয়ার জন্য টেকনাফ থেকে জাহাজ সকালে কখন ছাড়ে?
সেন্ট মার্টিন যাইবের লাই টেকনাফ উত্তুন জাচ ফজোরত হত্তে চারে?,সেন্ট মার্টিন যাওয়ার জন্য টেকনাফ থেকে জাহাজ সকালে কখন ছাড়ে?
এই ঈদুত আঁরা বিয়াক বন্ধু একি রহম পাঞ্জাবি লই,এই ঈদে আমরা সব বন্ধুরা একরকম পাঞ্জাবি নিয়েছি
"কিরে, তুই কি এহনো ঘুমুত্তুন নো উডিবি?","কিরে, তুই কি এখনো ঘুম থেকে উঠবি না?"
"কিরে, তুই কি এইজু ঘুমুত্তুন নো উডিবি?","কিরে, তুই কি এখনো ঘুম থেকে উঠবি না?"
রক্তোর সম্পর্কর টান বিয়াজ্ঞুনুত্তুন বেশি অয়,রক্তের সম্পর্কের টান সবচেয়ে বেশি হয়
"পরীক্ষে উজ্ঞো হারাপ অইয়্যি তো কি অইয়্যি, সামনুর এগুন ভালা গরি দও","পরীক্ষা একটা খারাপ হয়েছে তো কী হয়েছে, সামনেরগুলো ভালো করে দাও"
"পরীক্ষে উজ্ঞো হারাপ অইয়্যি তো কি অইয়্যি, সামনুর এগুন গম গরি দও","পরীক্ষা একটা খারাপ হয়েছে তো কী হয়েছে, সামনেরগুলো ভালো করে দাও"
অঁনে কি আঁর হতা উইনতে লাইজ্ঞুন?,আপনি কি আমার কথা শুনছেন?
অঁনে কি আঁর হথা উইনতে লাইজ্ঞুন?,আপনি কি আমার কথা শুনছেন?
"তুই এব্বেরে আঁরে ভুলি গেইয়্যুস, উজ্ঞো কল পর্যন্ত নো দস","তুই একদম আমাকে ভুলে গেছিস, একটা কল পর্যন্ত দেস না"
