Bangla,Chatgaya
শরৎকালের আকাশে সাদা মেঘের ভেলা দেখে মন ভালো হয়ে যায়,শরৎহালে আকাশুত সাদা মৌলোর ভেলা দেহি মন ভালা অই যায়
শরৎকালের আকাশে সাদা মেঘের ভেলা দেখে মন ভালো হয়ে যায়,শরৎহালে আকাশুত সাদা মৌলোর ভেলা দেহি মন গম অই যায়
"আমার কাছে এখন টাকা নেই, সেজন্য কোথাও যাওয়ার কথা চিন্তা করছি না","আঁর হাছে এহন টিয়া নেই, এতেল্লে হনোমিক্কে যাইবের হতা চিন্তে ন গরির"
"আমার কাছে এখন টাকা নেই, সেজন্য কোথাও যাওয়ার কথা চিন্তা করছি না","আঁর হাছে এহন টিয়া নেই, এতেল্লে হনোমিক্কে যাইবের হথা চিন্তে ন গরির"
"ওখানে যদি তুমি না থাক, তাহলে আমার একদম ভালো লাগবে না","এনডে যদি তুঁই ন থাহো, তইলি আত্তুন এব্বেরে ভালা ন লাগিবু"
"ওখানে যদি তুমি না থাক, তাহলে আমার একদম ভালো লাগবে না","এনডে যদি তুঁই ন থাহো, তইলি আত্তুন এব্বেরে গম ন লাগিবু"
"তুই তো বিয়ে করে একদম চেঞ্জ হয়ে গেছিস, তোর সাথে কোথাও যাওয়া হয় না অনেক দিন","তুই তো বিয়ে গরি একদম চেঞ্জ অই গেইয়্যুস, তোর লগে হনোমিক্কে যন ন অয় বতদিন"
"তুই তো বিয়ে করে একদম চেঞ্জ হয়ে গেছিস, তোর সাথে কোথাও যাওয়া হয় না অনেক দিন","তুই তো বিয়ে গরি একদম চেঞ্জ অই গেইয়্যুস, তোর ওয়ারে হনোমিক্কে যন ন অয় বতদিন"
"তুই তো বিয়ে করে একদম চেঞ্জ হয়ে গেছিস, তোর সাথে কোথাও যাওয়া হয় না অনেক দিন","তুই তো বিয়ে গরি একদম চেঞ্জ অই গেইয়্যুস, তোর ফুয়ারে হনোমিক্কে যন ন অয় বতদিন"
"সত্যি মানে, মিথ্যা বলব নাকি আপনাকে!","আ'ছা মানি, মিছে হইয়্যুম না অঁনোরে!"
"আমার ইউরোপে যাওয়ার ইচ্ছা, কোন দেশে গেলে ভালো হবে?","আত্তুন ইউরুপুত যাইবের ইচ্ছে, হন দেশুত গেলি ভালা অইবু?"
"আমার ইউরোপে যাওয়ার ইচ্ছা, কোন দেশে গেলে ভালো হবে?","আত্তুন ইউরুপুত যাইবের ইচ্ছে, হন দেশুত গেলি গম অইবু?"
"আমি সাঁতার জানি না, সেজন্য পুকুরে নামতে পারব না","আঁই আছুরিত ন জানি, এতেল্লে ফইরুত নামিত ন ফাইজ্জুম"
